code,year,population,month,vlookup
AL,1990,4050055,1,AL+1990+1
AK,1990,553290,1,AK+1990+1
AZ,1990,3684097,1,AZ+1990+1
AR,1990,2356586,1,AR+1990+1
CA,1990,29959515,1,CA+1990+1
CO,1990,3307618,1,CO+1990+1
CT,1990,3291967,1,CT+1990+1
DE,1990,669567,1,DE+1990+1
DC,1990,605321,1,DC+1990+1
FL,1990,13033307,1,FL+1990+1
GA,1990,6512602,1,GA+1990+1
HI,1990,1113491,1,HI+1990+1
ID,1990,1012384,1,ID+1990+1
IL,1990,11453316,1,IL+1990+1
IN,1990,5557798,1,IN+1990+1
IA,1990,2781018,1,IA+1990+1
KS,1990,2481349,1,KS+1990+1
KY,1990,3694048,1,KY+1990+1
LA,1990,4221532,1,LA+1990+1
ME,1990,1231719,1,ME+1990+1
MD,1990,4799770,1,MD+1990+1
MA,1990,6022639,1,MA+1990+1
MI,1990,9311319,1,MI+1990+1
MN,1990,4389857,1,MN+1990+1
MS,1990,2578897,1,MS+1990+1
MO,1990,5128880,1,MO+1990+1
MT,1990,800204,1,MT+1990+1
NE,1990,1581660,1,NE+1990+1
NV,1990,1220695,1,NV+1990+1
NH,1990,1112384,1,NH+1990+1
NJ,1990,7762963,1,NJ+1990+1
NM,1990,1521574,1,NM+1990+1
NY,1990,18020784,1,NY+1990+1
NC,1990,6664016,1,NC+1990+1
ND,1990,637685,1,ND+1990+1
OH,1990,10864162,1,OH+1990+1
OK,1990,3148825,1,OK+1990+1
OR,1990,2860375,1,OR+1990+1
PA,1990,11903299,1,PA+1990+1
RI,1990,1005995,1,RI+1990+1
SC,1990,3501155,1,SC+1990+1
SD,1990,697101,1,SD+1990+1
TN,1990,4894492,1,TN+1990+1
TX,1990,17056755,1,TX+1990+1
UT,1990,1731223,1,UT+1990+1
VT,1990,564798,1,VT+1990+1
VA,1990,6216884,1,VA+1990+1
WA,1990,4903043,1,WA+1990+1
WV,1990,1792548,1,WV+1990+1
WI,1990,4904562,1,WI+1990+1
WY,1990,453690,1,WY+1990+1
PR,1990,,1,PR+1990+1
AL,1990,4050055,2,AL+1990+2
AK,1990,553290,2,AK+1990+2
AZ,1990,3684097,2,AZ+1990+2
AR,1990,2356586,2,AR+1990+2
CA,1990,29959515,2,CA+1990+2
CO,1990,3307618,2,CO+1990+2
CT,1990,3291967,2,CT+1990+2
DE,1990,669567,2,DE+1990+2
DC,1990,605321,2,DC+1990+2
FL,1990,13033307,2,FL+1990+2
GA,1990,6512602,2,GA+1990+2
HI,1990,1113491,2,HI+1990+2
ID,1990,1012384,2,ID+1990+2
IL,1990,11453316,2,IL+1990+2
IN,1990,5557798,2,IN+1990+2
IA,1990,2781018,2,IA+1990+2
KS,1990,2481349,2,KS+1990+2
KY,1990,3694048,2,KY+1990+2
LA,1990,4221532,2,LA+1990+2
ME,1990,1231719,2,ME+1990+2
MD,1990,4799770,2,MD+1990+2
MA,1990,6022639,2,MA+1990+2
MI,1990,9311319,2,MI+1990+2
MN,1990,4389857,2,MN+1990+2
MS,1990,2578897,2,MS+1990+2
MO,1990,5128880,2,MO+1990+2
MT,1990,800204,2,MT+1990+2
NE,1990,1581660,2,NE+1990+2
NV,1990,1220695,2,NV+1990+2
NH,1990,1112384,2,NH+1990+2
NJ,1990,7762963,2,NJ+1990+2
NM,1990,1521574,2,NM+1990+2
NY,1990,18020784,2,NY+1990+2
NC,1990,6664016,2,NC+1990+2
ND,1990,637685,2,ND+1990+2
OH,1990,10864162,2,OH+1990+2
OK,1990,3148825,2,OK+1990+2
OR,1990,2860375,2,OR+1990+2
PA,1990,11903299,2,PA+1990+2
RI,1990,1005995,2,RI+1990+2
SC,1990,3501155,2,SC+1990+2
SD,1990,697101,2,SD+1990+2
TN,1990,4894492,2,TN+1990+2
TX,1990,17056755,2,TX+1990+2
UT,1990,1731223,2,UT+1990+2
VT,1990,564798,2,VT+1990+2
VA,1990,6216884,2,VA+1990+2
WA,1990,4903043,2,WA+1990+2
WV,1990,1792548,2,WV+1990+2
WI,1990,4904562,2,WI+1990+2
WY,1990,453690,2,WY+1990+2
PR,1990,,2,PR+1990+2
AL,1990,4050055,3,AL+1990+3
AK,1990,553290,3,AK+1990+3
AZ,1990,3684097,3,AZ+1990+3
AR,1990,2356586,3,AR+1990+3
CA,1990,29959515,3,CA+1990+3
CO,1990,3307618,3,CO+1990+3
CT,1990,3291967,3,CT+1990+3
DE,1990,669567,3,DE+1990+3
DC,1990,605321,3,DC+1990+3
FL,1990,13033307,3,FL+1990+3
GA,1990,6512602,3,GA+1990+3
HI,1990,1113491,3,HI+1990+3
ID,1990,1012384,3,ID+1990+3
IL,1990,11453316,3,IL+1990+3
IN,1990,5557798,3,IN+1990+3
IA,1990,2781018,3,IA+1990+3
KS,1990,2481349,3,KS+1990+3
KY,1990,3694048,3,KY+1990+3
LA,1990,4221532,3,LA+1990+3
ME,1990,1231719,3,ME+1990+3
MD,1990,4799770,3,MD+1990+3
MA,1990,6022639,3,MA+1990+3
MI,1990,9311319,3,MI+1990+3
MN,1990,4389857,3,MN+1990+3
MS,1990,2578897,3,MS+1990+3
MO,1990,5128880,3,MO+1990+3
MT,1990,800204,3,MT+1990+3
NE,1990,1581660,3,NE+1990+3
NV,1990,1220695,3,NV+1990+3
NH,1990,1112384,3,NH+1990+3
NJ,1990,7762963,3,NJ+1990+3
NM,1990,1521574,3,NM+1990+3
NY,1990,18020784,3,NY+1990+3
NC,1990,6664016,3,NC+1990+3
ND,1990,637685,3,ND+1990+3
OH,1990,10864162,3,OH+1990+3
OK,1990,3148825,3,OK+1990+3
OR,1990,2860375,3,OR+1990+3
PA,1990,11903299,3,PA+1990+3
RI,1990,1005995,3,RI+1990+3
SC,1990,3501155,3,SC+1990+3
SD,1990,697101,3,SD+1990+3
TN,1990,4894492,3,TN+1990+3
TX,1990,17056755,3,TX+1990+3
UT,1990,1731223,3,UT+1990+3
VT,1990,564798,3,VT+1990+3
VA,1990,6216884,3,VA+1990+3
WA,1990,4903043,3,WA+1990+3
WV,1990,1792548,3,WV+1990+3
WI,1990,4904562,3,WI+1990+3
WY,1990,453690,3,WY+1990+3
PR,1990,,3,PR+1990+3
AL,1990,4050055,4,AL+1990+4
AK,1990,553290,4,AK+1990+4
AZ,1990,3684097,4,AZ+1990+4
AR,1990,2356586,4,AR+1990+4
CA,1990,29959515,4,CA+1990+4
CO,1990,3307618,4,CO+1990+4
CT,1990,3291967,4,CT+1990+4
DE,1990,669567,4,DE+1990+4
DC,1990,605321,4,DC+1990+4
FL,1990,13033307,4,FL+1990+4
GA,1990,6512602,4,GA+1990+4
HI,1990,1113491,4,HI+1990+4
ID,1990,1012384,4,ID+1990+4
IL,1990,11453316,4,IL+1990+4
IN,1990,5557798,4,IN+1990+4
IA,1990,2781018,4,IA+1990+4
KS,1990,2481349,4,KS+1990+4
KY,1990,3694048,4,KY+1990+4
LA,1990,4221532,4,LA+1990+4
ME,1990,1231719,4,ME+1990+4
MD,1990,4799770,4,MD+1990+4
MA,1990,6022639,4,MA+1990+4
MI,1990,9311319,4,MI+1990+4
MN,1990,4389857,4,MN+1990+4
MS,1990,2578897,4,MS+1990+4
MO,1990,5128880,4,MO+1990+4
MT,1990,800204,4,MT+1990+4
NE,1990,1581660,4,NE+1990+4
NV,1990,1220695,4,NV+1990+4
NH,1990,1112384,4,NH+1990+4
NJ,1990,7762963,4,NJ+1990+4
NM,1990,1521574,4,NM+1990+4
NY,1990,18020784,4,NY+1990+4
NC,1990,6664016,4,NC+1990+4
ND,1990,637685,4,ND+1990+4
OH,1990,10864162,4,OH+1990+4
OK,1990,3148825,4,OK+1990+4
OR,1990,2860375,4,OR+1990+4
PA,1990,11903299,4,PA+1990+4
RI,1990,1005995,4,RI+1990+4
SC,1990,3501155,4,SC+1990+4
SD,1990,697101,4,SD+1990+4
TN,1990,4894492,4,TN+1990+4
TX,1990,17056755,4,TX+1990+4
UT,1990,1731223,4,UT+1990+4
VT,1990,564798,4,VT+1990+4
VA,1990,6216884,4,VA+1990+4
WA,1990,4903043,4,WA+1990+4
WV,1990,1792548,4,WV+1990+4
WI,1990,4904562,4,WI+1990+4
WY,1990,453690,4,WY+1990+4
PR,1990,,4,PR+1990+4
AL,1990,4050055,5,AL+1990+5
AK,1990,553290,5,AK+1990+5
AZ,1990,3684097,5,AZ+1990+5
AR,1990,2356586,5,AR+1990+5
CA,1990,29959515,5,CA+1990+5
CO,1990,3307618,5,CO+1990+5
CT,1990,3291967,5,CT+1990+5
DE,1990,669567,5,DE+1990+5
DC,1990,605321,5,DC+1990+5
FL,1990,13033307,5,FL+1990+5
GA,1990,6512602,5,GA+1990+5
HI,1990,1113491,5,HI+1990+5
ID,1990,1012384,5,ID+1990+5
IL,1990,11453316,5,IL+1990+5
IN,1990,5557798,5,IN+1990+5
IA,1990,2781018,5,IA+1990+5
KS,1990,2481349,5,KS+1990+5
KY,1990,3694048,5,KY+1990+5
LA,1990,4221532,5,LA+1990+5
ME,1990,1231719,5,ME+1990+5
MD,1990,4799770,5,MD+1990+5
MA,1990,6022639,5,MA+1990+5
MI,1990,9311319,5,MI+1990+5
MN,1990,4389857,5,MN+1990+5
MS,1990,2578897,5,MS+1990+5
MO,1990,5128880,5,MO+1990+5
MT,1990,800204,5,MT+1990+5
NE,1990,1581660,5,NE+1990+5
NV,1990,1220695,5,NV+1990+5
NH,1990,1112384,5,NH+1990+5
NJ,1990,7762963,5,NJ+1990+5
NM,1990,1521574,5,NM+1990+5
NY,1990,18020784,5,NY+1990+5
NC,1990,6664016,5,NC+1990+5
ND,1990,637685,5,ND+1990+5
OH,1990,10864162,5,OH+1990+5
OK,1990,3148825,5,OK+1990+5
OR,1990,2860375,5,OR+1990+5
PA,1990,11903299,5,PA+1990+5
RI,1990,1005995,5,RI+1990+5
SC,1990,3501155,5,SC+1990+5
SD,1990,697101,5,SD+1990+5
TN,1990,4894492,5,TN+1990+5
TX,1990,17056755,5,TX+1990+5
UT,1990,1731223,5,UT+1990+5
VT,1990,564798,5,VT+1990+5
VA,1990,6216884,5,VA+1990+5
WA,1990,4903043,5,WA+1990+5
WV,1990,1792548,5,WV+1990+5
WI,1990,4904562,5,WI+1990+5
WY,1990,453690,5,WY+1990+5
PR,1990,,5,PR+1990+5
AL,1990,4050055,6,AL+1990+6
AK,1990,553290,6,AK+1990+6
AZ,1990,3684097,6,AZ+1990+6
AR,1990,2356586,6,AR+1990+6
CA,1990,29959515,6,CA+1990+6
CO,1990,3307618,6,CO+1990+6
CT,1990,3291967,6,CT+1990+6
DE,1990,669567,6,DE+1990+6
DC,1990,605321,6,DC+1990+6
FL,1990,13033307,6,FL+1990+6
GA,1990,6512602,6,GA+1990+6
HI,1990,1113491,6,HI+1990+6
ID,1990,1012384,6,ID+1990+6
IL,1990,11453316,6,IL+1990+6
IN,1990,5557798,6,IN+1990+6
IA,1990,2781018,6,IA+1990+6
KS,1990,2481349,6,KS+1990+6
KY,1990,3694048,6,KY+1990+6
LA,1990,4221532,6,LA+1990+6
ME,1990,1231719,6,ME+1990+6
MD,1990,4799770,6,MD+1990+6
MA,1990,6022639,6,MA+1990+6
MI,1990,9311319,6,MI+1990+6
MN,1990,4389857,6,MN+1990+6
MS,1990,2578897,6,MS+1990+6
MO,1990,5128880,6,MO+1990+6
MT,1990,800204,6,MT+1990+6
NE,1990,1581660,6,NE+1990+6
NV,1990,1220695,6,NV+1990+6
NH,1990,1112384,6,NH+1990+6
NJ,1990,7762963,6,NJ+1990+6
NM,1990,1521574,6,NM+1990+6
NY,1990,18020784,6,NY+1990+6
NC,1990,6664016,6,NC+1990+6
ND,1990,637685,6,ND+1990+6
OH,1990,10864162,6,OH+1990+6
OK,1990,3148825,6,OK+1990+6
OR,1990,2860375,6,OR+1990+6
PA,1990,11903299,6,PA+1990+6
RI,1990,1005995,6,RI+1990+6
SC,1990,3501155,6,SC+1990+6
SD,1990,697101,6,SD+1990+6
TN,1990,4894492,6,TN+1990+6
TX,1990,17056755,6,TX+1990+6
UT,1990,1731223,6,UT+1990+6
VT,1990,564798,6,VT+1990+6
VA,1990,6216884,6,VA+1990+6
WA,1990,4903043,6,WA+1990+6
WV,1990,1792548,6,WV+1990+6
WI,1990,4904562,6,WI+1990+6
WY,1990,453690,6,WY+1990+6
PR,1990,,6,PR+1990+6
AL,1990,4050055,7,AL+1990+7
AK,1990,553290,7,AK+1990+7
AZ,1990,3684097,7,AZ+1990+7
AR,1990,2356586,7,AR+1990+7
CA,1990,29959515,7,CA+1990+7
CO,1990,3307618,7,CO+1990+7
CT,1990,3291967,7,CT+1990+7
DE,1990,669567,7,DE+1990+7
DC,1990,605321,7,DC+1990+7
FL,1990,13033307,7,FL+1990+7
GA,1990,6512602,7,GA+1990+7
HI,1990,1113491,7,HI+1990+7
ID,1990,1012384,7,ID+1990+7
IL,1990,11453316,7,IL+1990+7
IN,1990,5557798,7,IN+1990+7
IA,1990,2781018,7,IA+1990+7
KS,1990,2481349,7,KS+1990+7
KY,1990,3694048,7,KY+1990+7
LA,1990,4221532,7,LA+1990+7
ME,1990,1231719,7,ME+1990+7
MD,1990,4799770,7,MD+1990+7
MA,1990,6022639,7,MA+1990+7
MI,1990,9311319,7,MI+1990+7
MN,1990,4389857,7,MN+1990+7
MS,1990,2578897,7,MS+1990+7
MO,1990,5128880,7,MO+1990+7
MT,1990,800204,7,MT+1990+7
NE,1990,1581660,7,NE+1990+7
NV,1990,1220695,7,NV+1990+7
NH,1990,1112384,7,NH+1990+7
NJ,1990,7762963,7,NJ+1990+7
NM,1990,1521574,7,NM+1990+7
NY,1990,18020784,7,NY+1990+7
NC,1990,6664016,7,NC+1990+7
ND,1990,637685,7,ND+1990+7
OH,1990,10864162,7,OH+1990+7
OK,1990,3148825,7,OK+1990+7
OR,1990,2860375,7,OR+1990+7
PA,1990,11903299,7,PA+1990+7
RI,1990,1005995,7,RI+1990+7
SC,1990,3501155,7,SC+1990+7
SD,1990,697101,7,SD+1990+7
TN,1990,4894492,7,TN+1990+7
TX,1990,17056755,7,TX+1990+7
UT,1990,1731223,7,UT+1990+7
VT,1990,564798,7,VT+1990+7
VA,1990,6216884,7,VA+1990+7
WA,1990,4903043,7,WA+1990+7
WV,1990,1792548,7,WV+1990+7
WI,1990,4904562,7,WI+1990+7
WY,1990,453690,7,WY+1990+7
PR,1990,,7,PR+1990+7
AL,1990,4050055,8,AL+1990+8
AK,1990,553290,8,AK+1990+8
AZ,1990,3684097,8,AZ+1990+8
AR,1990,2356586,8,AR+1990+8
CA,1990,29959515,8,CA+1990+8
CO,1990,3307618,8,CO+1990+8
CT,1990,3291967,8,CT+1990+8
DE,1990,669567,8,DE+1990+8
DC,1990,605321,8,DC+1990+8
FL,1990,13033307,8,FL+1990+8
GA,1990,6512602,8,GA+1990+8
HI,1990,1113491,8,HI+1990+8
ID,1990,1012384,8,ID+1990+8
IL,1990,11453316,8,IL+1990+8
IN,1990,5557798,8,IN+1990+8
IA,1990,2781018,8,IA+1990+8
KS,1990,2481349,8,KS+1990+8
KY,1990,3694048,8,KY+1990+8
LA,1990,4221532,8,LA+1990+8
ME,1990,1231719,8,ME+1990+8
MD,1990,4799770,8,MD+1990+8
MA,1990,6022639,8,MA+1990+8
MI,1990,9311319,8,MI+1990+8
MN,1990,4389857,8,MN+1990+8
MS,1990,2578897,8,MS+1990+8
MO,1990,5128880,8,MO+1990+8
MT,1990,800204,8,MT+1990+8
NE,1990,1581660,8,NE+1990+8
NV,1990,1220695,8,NV+1990+8
NH,1990,1112384,8,NH+1990+8
NJ,1990,7762963,8,NJ+1990+8
NM,1990,1521574,8,NM+1990+8
NY,1990,18020784,8,NY+1990+8
NC,1990,6664016,8,NC+1990+8
ND,1990,637685,8,ND+1990+8
OH,1990,10864162,8,OH+1990+8
OK,1990,3148825,8,OK+1990+8
OR,1990,2860375,8,OR+1990+8
PA,1990,11903299,8,PA+1990+8
RI,1990,1005995,8,RI+1990+8
SC,1990,3501155,8,SC+1990+8
SD,1990,697101,8,SD+1990+8
TN,1990,4894492,8,TN+1990+8
TX,1990,17056755,8,TX+1990+8
UT,1990,1731223,8,UT+1990+8
VT,1990,564798,8,VT+1990+8
VA,1990,6216884,8,VA+1990+8
WA,1990,4903043,8,WA+1990+8
WV,1990,1792548,8,WV+1990+8
WI,1990,4904562,8,WI+1990+8
WY,1990,453690,8,WY+1990+8
PR,1990,,8,PR+1990+8
AL,1990,4050055,9,AL+1990+9
AK,1990,553290,9,AK+1990+9
AZ,1990,3684097,9,AZ+1990+9
AR,1990,2356586,9,AR+1990+9
CA,1990,29959515,9,CA+1990+9
CO,1990,3307618,9,CO+1990+9
CT,1990,3291967,9,CT+1990+9
DE,1990,669567,9,DE+1990+9
DC,1990,605321,9,DC+1990+9
FL,1990,13033307,9,FL+1990+9
GA,1990,6512602,9,GA+1990+9
HI,1990,1113491,9,HI+1990+9
ID,1990,1012384,9,ID+1990+9
IL,1990,11453316,9,IL+1990+9
IN,1990,5557798,9,IN+1990+9
IA,1990,2781018,9,IA+1990+9
KS,1990,2481349,9,KS+1990+9
KY,1990,3694048,9,KY+1990+9
LA,1990,4221532,9,LA+1990+9
ME,1990,1231719,9,ME+1990+9
MD,1990,4799770,9,MD+1990+9
MA,1990,6022639,9,MA+1990+9
MI,1990,9311319,9,MI+1990+9
MN,1990,4389857,9,MN+1990+9
MS,1990,2578897,9,MS+1990+9
MO,1990,5128880,9,MO+1990+9
MT,1990,800204,9,MT+1990+9
NE,1990,1581660,9,NE+1990+9
NV,1990,1220695,9,NV+1990+9
NH,1990,1112384,9,NH+1990+9
NJ,1990,7762963,9,NJ+1990+9
NM,1990,1521574,9,NM+1990+9
NY,1990,18020784,9,NY+1990+9
NC,1990,6664016,9,NC+1990+9
ND,1990,637685,9,ND+1990+9
OH,1990,10864162,9,OH+1990+9
OK,1990,3148825,9,OK+1990+9
OR,1990,2860375,9,OR+1990+9
PA,1990,11903299,9,PA+1990+9
RI,1990,1005995,9,RI+1990+9
SC,1990,3501155,9,SC+1990+9
SD,1990,697101,9,SD+1990+9
TN,1990,4894492,9,TN+1990+9
TX,1990,17056755,9,TX+1990+9
UT,1990,1731223,9,UT+1990+9
VT,1990,564798,9,VT+1990+9
VA,1990,6216884,9,VA+1990+9
WA,1990,4903043,9,WA+1990+9
WV,1990,1792548,9,WV+1990+9
WI,1990,4904562,9,WI+1990+9
WY,1990,453690,9,WY+1990+9
PR,1990,,9,PR+1990+9
AL,1990,4050055,10,AL+1990+10
AK,1990,553290,10,AK+1990+10
AZ,1990,3684097,10,AZ+1990+10
AR,1990,2356586,10,AR+1990+10
CA,1990,29959515,10,CA+1990+10
CO,1990,3307618,10,CO+1990+10
CT,1990,3291967,10,CT+1990+10
DE,1990,669567,10,DE+1990+10
DC,1990,605321,10,DC+1990+10
FL,1990,13033307,10,FL+1990+10
GA,1990,6512602,10,GA+1990+10
HI,1990,1113491,10,HI+1990+10
ID,1990,1012384,10,ID+1990+10
IL,1990,11453316,10,IL+1990+10
IN,1990,5557798,10,IN+1990+10
IA,1990,2781018,10,IA+1990+10
KS,1990,2481349,10,KS+1990+10
KY,1990,3694048,10,KY+1990+10
LA,1990,4221532,10,LA+1990+10
ME,1990,1231719,10,ME+1990+10
MD,1990,4799770,10,MD+1990+10
MA,1990,6022639,10,MA+1990+10
MI,1990,9311319,10,MI+1990+10
MN,1990,4389857,10,MN+1990+10
MS,1990,2578897,10,MS+1990+10
MO,1990,5128880,10,MO+1990+10
MT,1990,800204,10,MT+1990+10
NE,1990,1581660,10,NE+1990+10
NV,1990,1220695,10,NV+1990+10
NH,1990,1112384,10,NH+1990+10
NJ,1990,7762963,10,NJ+1990+10
NM,1990,1521574,10,NM+1990+10
NY,1990,18020784,10,NY+1990+10
NC,1990,6664016,10,NC+1990+10
ND,1990,637685,10,ND+1990+10
OH,1990,10864162,10,OH+1990+10
OK,1990,3148825,10,OK+1990+10
OR,1990,2860375,10,OR+1990+10
PA,1990,11903299,10,PA+1990+10
RI,1990,1005995,10,RI+1990+10
SC,1990,3501155,10,SC+1990+10
SD,1990,697101,10,SD+1990+10
TN,1990,4894492,10,TN+1990+10
TX,1990,17056755,10,TX+1990+10
UT,1990,1731223,10,UT+1990+10
VT,1990,564798,10,VT+1990+10
VA,1990,6216884,10,VA+1990+10
WA,1990,4903043,10,WA+1990+10
WV,1990,1792548,10,WV+1990+10
WI,1990,4904562,10,WI+1990+10
WY,1990,453690,10,WY+1990+10
PR,1990,,10,PR+1990+10
AL,1990,4050055,11,AL+1990+11
AK,1990,553290,11,AK+1990+11
AZ,1990,3684097,11,AZ+1990+11
AR,1990,2356586,11,AR+1990+11
CA,1990,29959515,11,CA+1990+11
CO,1990,3307618,11,CO+1990+11
CT,1990,3291967,11,CT+1990+11
DE,1990,669567,11,DE+1990+11
DC,1990,605321,11,DC+1990+11
FL,1990,13033307,11,FL+1990+11
GA,1990,6512602,11,GA+1990+11
HI,1990,1113491,11,HI+1990+11
ID,1990,1012384,11,ID+1990+11
IL,1990,11453316,11,IL+1990+11
IN,1990,5557798,11,IN+1990+11
IA,1990,2781018,11,IA+1990+11
KS,1990,2481349,11,KS+1990+11
KY,1990,3694048,11,KY+1990+11
LA,1990,4221532,11,LA+1990+11
ME,1990,1231719,11,ME+1990+11
MD,1990,4799770,11,MD+1990+11
MA,1990,6022639,11,MA+1990+11
MI,1990,9311319,11,MI+1990+11
MN,1990,4389857,11,MN+1990+11
MS,1990,2578897,11,MS+1990+11
MO,1990,5128880,11,MO+1990+11
MT,1990,800204,11,MT+1990+11
NE,1990,1581660,11,NE+1990+11
NV,1990,1220695,11,NV+1990+11
NH,1990,1112384,11,NH+1990+11
NJ,1990,7762963,11,NJ+1990+11
NM,1990,1521574,11,NM+1990+11
NY,1990,18020784,11,NY+1990+11
NC,1990,6664016,11,NC+1990+11
ND,1990,637685,11,ND+1990+11
OH,1990,10864162,11,OH+1990+11
OK,1990,3148825,11,OK+1990+11
OR,1990,2860375,11,OR+1990+11
PA,1990,11903299,11,PA+1990+11
RI,1990,1005995,11,RI+1990+11
SC,1990,3501155,11,SC+1990+11
SD,1990,697101,11,SD+1990+11
TN,1990,4894492,11,TN+1990+11
TX,1990,17056755,11,TX+1990+11
UT,1990,1731223,11,UT+1990+11
VT,1990,564798,11,VT+1990+11
VA,1990,6216884,11,VA+1990+11
WA,1990,4903043,11,WA+1990+11
WV,1990,1792548,11,WV+1990+11
WI,1990,4904562,11,WI+1990+11
WY,1990,453690,11,WY+1990+11
PR,1990,,11,PR+1990+11
AL,1990,4050055,12,AL+1990+12
AK,1990,553290,12,AK+1990+12
AZ,1990,3684097,12,AZ+1990+12
AR,1990,2356586,12,AR+1990+12
CA,1990,29959515,12,CA+1990+12
CO,1990,3307618,12,CO+1990+12
CT,1990,3291967,12,CT+1990+12
DE,1990,669567,12,DE+1990+12
DC,1990,605321,12,DC+1990+12
FL,1990,13033307,12,FL+1990+12
GA,1990,6512602,12,GA+1990+12
HI,1990,1113491,12,HI+1990+12
ID,1990,1012384,12,ID+1990+12
IL,1990,11453316,12,IL+1990+12
IN,1990,5557798,12,IN+1990+12
IA,1990,2781018,12,IA+1990+12
KS,1990,2481349,12,KS+1990+12
KY,1990,3694048,12,KY+1990+12
LA,1990,4221532,12,LA+1990+12
ME,1990,1231719,12,ME+1990+12
MD,1990,4799770,12,MD+1990+12
MA,1990,6022639,12,MA+1990+12
MI,1990,9311319,12,MI+1990+12
MN,1990,4389857,12,MN+1990+12
MS,1990,2578897,12,MS+1990+12
MO,1990,5128880,12,MO+1990+12
MT,1990,800204,12,MT+1990+12
NE,1990,1581660,12,NE+1990+12
NV,1990,1220695,12,NV+1990+12
NH,1990,1112384,12,NH+1990+12
NJ,1990,7762963,12,NJ+1990+12
NM,1990,1521574,12,NM+1990+12
NY,1990,18020784,12,NY+1990+12
NC,1990,6664016,12,NC+1990+12
ND,1990,637685,12,ND+1990+12
OH,1990,10864162,12,OH+1990+12
OK,1990,3148825,12,OK+1990+12
OR,1990,2860375,12,OR+1990+12
PA,1990,11903299,12,PA+1990+12
RI,1990,1005995,12,RI+1990+12
SC,1990,3501155,12,SC+1990+12
SD,1990,697101,12,SD+1990+12
TN,1990,4894492,12,TN+1990+12
TX,1990,17056755,12,TX+1990+12
UT,1990,1731223,12,UT+1990+12
VT,1990,564798,12,VT+1990+12
VA,1990,6216884,12,VA+1990+12
WA,1990,4903043,12,WA+1990+12
WV,1990,1792548,12,WV+1990+12
WI,1990,4904562,12,WI+1990+12
WY,1990,453690,12,WY+1990+12
PR,1990,,12,PR+1990+12
AL,1991,4099156,1,AL+1991+1
AK,1991,570193,1,AK+1991+1
AZ,1991,3788576,1,AZ+1991+1
AR,1991,2383144,1,AR+1991+1
CA,1991,30470736,1,CA+1991+1
CO,1991,3387119,1,CO+1991+1
CT,1991,3302895,1,CT+1991+1
DE,1991,683080,1,DE+1991+1
DC,1991,600870,1,DC+1991+1
FL,1991,13369798,1,FL+1991+1
GA,1991,6653005,1,GA+1991+1
HI,1991,1136754,1,HI+1991+1
ID,1991,1041316,1,ID+1991+1
IL,1991,11568964,1,IL+1991+1
IN,1991,5616388,1,IN+1991+1
IA,1991,2797613,1,IA+1991+1
KS,1991,2498722,1,KS+1991+1
KY,1991,3722328,1,KY+1991+1
LA,1991,4253279,1,LA+1991+1
ME,1991,1237081,1,ME+1991+1
MD,1991,4867641,1,MD+1991+1
MA,1991,6018470,1,MA+1991+1
MI,1991,9400446,1,MI+1991+1
MN,1991,4440859,1,MN+1991+1
MS,1991,2598733,1,MS+1991+1
MO,1991,5170800,1,MO+1991+1
MT,1991,809680,1,MT+1991+1
NE,1991,1595919,1,NE+1991+1
NV,1991,1296172,1,NV+1991+1
NH,1991,1109929,1,NH+1991+1
NJ,1991,7814676,1,NJ+1991+1
NM,1991,1555305,1,NM+1991+1
NY,1991,18122510,1,NY+1991+1
NC,1991,6784280,1,NC+1991+1
ND,1991,635753,1,ND+1991+1
OH,1991,10945762,1,OH+1991+1
OK,1991,3175440,1,OK+1991+1
OR,1991,2928507,1,OR+1991+1
PA,1991,11982164,1,PA+1991+1
RI,1991,1010649,1,RI+1991+1
SC,1991,3570404,1,SC+1991+1
SD,1991,703669,1,SD+1991+1
TN,1991,4966587,1,TN+1991+1
TX,1991,17398005,1,TX+1991+1
UT,1991,1779780,1,UT+1991+1
VT,1991,568606,1,VT+1991+1
VA,1991,6301217,1,VA+1991+1
WA,1991,5025624,1,WA+1991+1
WV,1991,1798735,1,WV+1991+1
WI,1991,4964343,1,WI+1991+1
WY,1991,459260,1,WY+1991+1
PR,1991,,1,PR+1991+1
AL,1991,4099156,2,AL+1991+2
AK,1991,570193,2,AK+1991+2
AZ,1991,3788576,2,AZ+1991+2
AR,1991,2383144,2,AR+1991+2
CA,1991,30470736,2,CA+1991+2
CO,1991,3387119,2,CO+1991+2
CT,1991,3302895,2,CT+1991+2
DE,1991,683080,2,DE+1991+2
DC,1991,600870,2,DC+1991+2
FL,1991,13369798,2,FL+1991+2
GA,1991,6653005,2,GA+1991+2
HI,1991,1136754,2,HI+1991+2
ID,1991,1041316,2,ID+1991+2
IL,1991,11568964,2,IL+1991+2
IN,1991,5616388,2,IN+1991+2
IA,1991,2797613,2,IA+1991+2
KS,1991,2498722,2,KS+1991+2
KY,1991,3722328,2,KY+1991+2
LA,1991,4253279,2,LA+1991+2
ME,1991,1237081,2,ME+1991+2
MD,1991,4867641,2,MD+1991+2
MA,1991,6018470,2,MA+1991+2
MI,1991,9400446,2,MI+1991+2
MN,1991,4440859,2,MN+1991+2
MS,1991,2598733,2,MS+1991+2
MO,1991,5170800,2,MO+1991+2
MT,1991,809680,2,MT+1991+2
NE,1991,1595919,2,NE+1991+2
